fid,label,start_date,end_date,longitude,latitude
"3747",girassol,2022/03/10,2022/06/20,-49.4376731032228,-18.0535026992394
"3748",girassol,2022/03/10,2022/06/20,-49.4411047440926,-18.0546730783489
"3749",girassol,2022/03/10,2022/06/20,-49.4416510423736,-18.0469226766882
"3750",girassol,2022/03/10,2022/06/20,-49.4391646723861,-18.0504421735306
"3751",girassol,2022/03/10,2022/06/20,-49.4426440435981,-18.0493359835055
"3752",girassol,2022/03/10,2022/06/20,-49.4424420281002,-18.0491248873257
"3753",girassol,2022/03/10,2022/06/20,-49.4396835194564,-18.0505530709348
"3754",girassol,2022/03/10,2022/06/20,-49.4404126052009,-18.0500413636258
"3755",girassol,2022/03/10,2022/06/20,-49.4427965490055,-18.0477076560276
"3756",girassol,2022/03/10,2022/06/20,-49.4379681991249,-18.0511545062688
"3757",girassol,2022/03/10,2022/06/20,-49.4404917348452,-18.0464898990126
"3758",girassol,2022/03/10,2022/06/20,-49.4429084756845,-18.0433145318508
"3759",girassol,2022/03/10,2022/06/20,-49.4406977216325,-18.0483005208721
"3760",girassol,2022/03/10,2022/06/20,-49.4402106759502,-18.0480754264489
"3761",girassol,2022/03/10,2022/06/20,-49.4404972108209,-18.0508185597096
"3762",girassol,2022/03/10,2022/06/20,-49.4430821304804,-18.0484286054808
"3763",girassol,2022/03/10,2022/06/20,-49.4419460657108,-18.0511923865436
"3764",girassol,2022/03/10,2022/06/20,-49.4383445544555,-18.0540604499805
"3765",girassol,2022/03/10,2022/06/20,-49.439408029738,-18.0549258203523
"3766",girassol,2022/03/10,2022/06/20,-49.4401656430976,-18.050621258961
"3767",girassol,2022/03/10,2022/06/20,-49.4394915519037,-18.0508353388429
"3768",girassol,2022/03/10,2022/06/20,-49.4390979440811,-18.0499039359062
"3769",girassol,2022/03/10,2022/06/20,-49.4387092494089,-18.0493630551262
"3770",girassol,2022/03/10,2022/06/20,-49.4444256810601,-18.0453886851652
"3771",girassol,2022/03/10,2022/06/20,-49.4379797984771,-18.0524525915727
"3772",girassol,2022/03/10,2022/06/20,-49.4392378545894,-18.0488337230407
"3773",girassol,2022/03/10,2022/06/20,-49.4409013782155,-18.05267887069
"3774",girassol,2022/03/10,2022/06/20,-49.4383003345017,-18.0502962739315
"3775",girassol,2022/03/10,2022/06/20,-49.4444450680556,-18.0467515160395
"3776",girassol,2022/03/10,2022/06/20,-49.4383015166718,-18.0547252092086
"3777",girassol,2022/03/10,2022/06/20,-49.4395151992849,-18.0526167919943
"3778",girassol,2022/03/10,2022/06/20,-49.4403827238932,-18.0461563906993
"3779",girassol,2022/03/10,2022/06/20,-49.4388558759804,-18.0496466880379
"3780",girassol,2022/03/10,2022/06/20,-49.4426771279235,-18.0435644752113
"3781",girassol,2022/03/10,2022/06/20,-49.4383422326692,-18.0534347160013
"3782",girassol,2022/03/10,2022/06/20,-49.4420111869837,-18.0506467664772
"3783",girassol,2022/03/10,2022/06/20,-49.4426977687496,-18.0465682368329
"3784",girassol,2022/03/10,2022/06/20,-49.4421113640348,-18.0488044387003
"3785",girassol,2022/03/10,2022/06/20,-49.4413476232846,-18.0521481520084
"3786",girassol,2022/03/10,2022/06/20,-49.4441975922122,-18.047405029295
"3787",girassol,2022/03/10,2022/06/20,-49.4394715781093,-18.0484838726188
"3788",girassol,2022/03/10,2022/06/20,-49.4436180892257,-18.0456318992761
"3789",girassol,2022/03/10,2022/06/20,-49.4431661170577,-18.046416393063
"3790",girassol,2022/03/10,2022/06/20,-49.4412953482455,-18.0551147315573
"3791",girassol,2022/03/10,2022/06/20,-49.4376133384918,-18.0546255712438
"3792",girassol,2022/03/10,2022/06/20,-49.43920758841,-18.0555653966388
"3793",girassol,2022/03/10,2022/06/20,-49.4410459424892,-18.0507721464544
"3794",girassol,2022/03/10,2022/06/20,-49.4391140438802,-18.054573443573
"3795",girassol,2022/03/10,2022/06/20,-49.4442976159499,-18.04584973261
"3796",girassol,2022/03/10,2022/06/20,-49.4439503778091,-18.0463226702095
"3797",girassol,2022/03/10,2022/06/20,-49.4418652761255,-18.0498066339537
"3798",girassol,2022/03/10,2022/06/20,-49.4404340202209,-18.0546143702968
"3799",girassol,2022/03/10,2022/06/20,-49.4428089609444,-18.0445620870183
"3800",girassol,2022/03/10,2022/06/20,-49.4379882751775,-18.0508199460351
"3801",girassol,2022/03/10,2022/06/20,-49.4398875130635,-18.0487935793112
"3802",girassol,2022/03/10,2022/06/20,-49.4407675238748,-18.0478977908556
"3803",girassol,2022/03/10,2022/06/20,-49.4416016430638,-18.0453640234787
"3804",girassol,2022/03/10,2022/06/20,-49.4393599891459,-18.0479508177433
"3805",girassol,2022/03/10,2022/06/20,-49.4420560762716,-18.0532051533665
"3806",girassol,2022/03/10,2022/06/20,-49.4391018315473,-18.0478042027598
"3807",girassol,2022/03/10,2022/06/20,-49.4417688457701,-18.052963568136
"3808",girassol,2022/03/10,2022/06/20,-49.439574908277,-18.0499355633767
"3809",girassol,2022/03/10,2022/06/20,-49.4389843949519,-18.0473840121386
"3810",girassol,2022/03/10,2022/06/20,-49.4390837760244,-18.0549843295153
"3811",girassol,2022/03/10,2022/06/20,-49.4407796094677,-18.0534358637456
"3812",girassol,2022/03/10,2022/06/20,-49.4437037186072,-18.047172593122
"3813",girassol,2022/03/10,2022/06/20,-49.4411730106776,-18.0466860989259
"3814",girassol,2022/03/10,2022/06/20,-49.4405174661265,-18.0474597853578
"3815",girassol,2022/03/10,2022/06/20,-49.4397441245858,-18.0521577263646
"3816",girassol,2022/03/10,2022/06/20,-49.4430697660582,-18.0442050772478
"3817",girassol,2022/03/10,2022/06/20,-49.4449936300458,-18.0468661796495
"3818",girassol,2022/03/10,2022/06/20,-49.4436965964544,-18.0481879490655
"3819",girassol,2022/03/10,2022/06/20,-49.4414281347132,-18.0532841423308
"3820",girassol,2022/03/10,2022/06/20,-49.4388943851509,-18.0535841461089
"3821",girassol,2022/03/10,2022/06/20,-49.4378266901383,-18.0541652756135
"3822",girassol,2022/03/10,2022/06/20,-49.4409132359115,-18.0551559547403
"3823",girassol,2022/03/10,2022/06/20,-49.4384781528191,-18.048193860772
"3824",girassol,2022/03/10,2022/06/20,-49.4421523186219,-18.0498909243064
"3825",girassol,2022/03/10,2022/06/20,-49.4424331302576,-18.0513423583128
"3826",girassol,2022/03/10,2022/06/20,-49.4434052608476,-18.0459174965365
"3827",girassol,2022/03/10,2022/06/20,-49.4387881858216,-18.053050400668
"3828",girassol,2022/03/10,2022/06/20,-49.4434742882196,-18.0487243376034
"3829",girassol,2022/03/10,2022/06/20,-49.4393026621784,-18.0523088603905
"3830",girassol,2022/03/10,2022/06/20,-49.4424947575436,-18.0441003304518
"3831",girassol,2022/03/10,2022/06/20,-49.4407641100228,-18.0502165491101
"3832",girassol,2022/03/10,2022/06/20,-49.4424166236574,-18.0444665850421
"3833",girassol,2022/03/10,2022/06/20,-49.4418183133813,-18.0459987451836
"3834",girassol,2022/03/10,2022/06/20,-49.4369373119106,-18.0538671332322
"3835",girassol,2022/03/10,2022/06/20,-49.4396013496668,-18.0496576580022
"3836",girassol,2022/03/10,2022/06/20,-49.4405163043195,-18.0541180837483
"3837",girassol,2022/03/10,2022/06/20,-49.441374989222,-18.0494078209104
"3838",girassol,2022/03/10,2022/06/20,-49.4383300356547,-18.0556328650908
"3839",girassol,2022/03/10,2022/06/20,-49.4418279762622,-18.0520576408466
"3840",girassol,2022/03/10,2022/06/20,-49.4403642162523,-18.0472002556054
"3841",girassol,2022/03/10,2022/06/20,-49.4416669233473,-18.0447185501031
"3842",girassol,2022/03/10,2022/06/20,-49.440778266867,-18.0476011504229
"3843",girassol,2022/03/10,2022/06/20,-49.4442685589303,-18.0476696520932
"3844",girassol,2022/03/10,2022/06/20,-49.4424533418982,-18.048620620236
"3845",girassol,2022/03/10,2022/06/20,-49.4382259283059,-18.0529505358082
"3846",girassol,2022/03/10,2022/06/20,-49.444505307911,-18.0472224448849
"3847",girassol,2022/03/10,2022/06/20,-49.4413871195218,-18.0480304146164
"3848",girassol,2022/03/10,2022/06/20,-49.443332686283,-18.0447293989722
"3849",girassol,2022/03/10,2022/06/20,-49.4423514969186,-18.0447611076087
"3850",girassol,2022/03/10,2022/06/20,-49.4368175379771,-18.0547049802491
"3851",girassol,2022/03/10,2022/06/20,-49.4374762640151,-18.0514136624771
"3852",girassol,2022/03/10,2022/06/20,-49.4375765466753,-18.0558225827766
"3853",girassol,2022/03/10,2022/06/20,-49.4410803383886,-18.0486058771684
"3854",girassol,2022/03/10,2022/06/20,-49.4418789302937,-18.0441914559231
"3855",girassol,2022/03/10,2022/06/20,-49.43870170794,-18.0501771226583
"3856",girassol,2022/03/10,2022/06/20,-49.437431065862,-18.0549379923944
"3857",girassol,2022/03/10,2022/06/20,-49.4372580117489,-18.0527162019344
"3858",girassol,2022/03/10,2022/06/20,-49.4367826634183,-18.0552834035592
"3859",girassol,2022/03/10,2022/06/20,-49.4393067336603,-18.0500954758754
"3860",girassol,2022/03/10,2022/06/20,-49.4433302455095,-18.0470176218372
"3861",girassol,2022/03/10,2022/06/20,-49.4435719268935,-18.0452738965801
"3862",girassol,2022/03/10,2022/06/20,-49.4376746015988,-18.0493086172674
"3863",girassol,2022/03/10,2022/06/20,-49.4431633414609,-18.0479445556564
"3864",girassol,2022/03/10,2022/06/20,-49.4416268192521,-18.0502695291737
"3865",girassol,2022/03/10,2022/06/20,-49.4394289409603,-18.0476400352598
"3866",girassol,2022/03/10,2022/06/20,-49.4375033799458,-18.0504077457744
"3867",girassol,2022/03/10,2022/06/20,-49.4399526108943,-18.0531835775845
"3868",girassol,2022/03/10,2022/06/20,-49.438979769754,-18.0510458722887
"3869",girassol,2022/03/10,2022/06/20,-49.4393801373679,-18.0469888544081
"3870",girassol,2022/03/10,2022/06/20,-49.4380269756544,-18.0494772355082
"3871",girassol,2022/03/10,2022/06/20,-49.4419231029637,-18.0534504030179
"3872",girassol,2022/03/10,2022/06/20,-49.437284271177,-18.0546457148856
"3873",girassol,2022/03/10,2022/06/20,-49.4417895210868,-18.0471694849459
"3874",girassol,2022/03/10,2022/06/20,-49.4410496678483,-18.0531872944759
"3875",girassol,2022/03/10,2022/06/20,-49.4401314912398,-18.0468965240834
"3876",girassol,2022/03/10,2022/06/20,-49.4365790956466,-18.050237790302
"3877",girassol,2022/03/10,2022/06/20,-49.4420133218955,-18.0473714208394
"3878",girassol,2022/03/10,2022/06/20,-49.4405308485532,-18.0494570797463
"3879",girassol,2022/03/10,2022/06/20,-49.4435938110953,-18.0445468570295
"3880",girassol,2022/03/10,2022/06/20,-49.4419043294794,-18.0452756031722
"3881",girassol,2022/03/10,2022/06/20,-49.4386630488203,-18.0538641714442
"3882",girassol,2022/03/10,2022/06/20,-49.4430611811541,-18.0458952800619
"3883",girassol,2022/03/10,2022/06/20,-49.4392325227767,-18.054297899837
"3884",girassol,2022/03/10,2022/06/20,-49.4379150519892,-18.0490112873484
"3885",girassol,2022/03/10,2022/06/20,-49.4431625660421,-18.0456135621964
"3886",girassol,2022/03/10,2022/06/20,-49.4414175176115,-18.0515626279791
"3887",girassol,2022/03/10,2022/06/20,-49.4410881697847,-18.0454474610247
"3888",girassol,2022/03/10,2022/06/20,-49.4418984472388,-18.0516362415625
"3889",girassol,2022/03/10,2022/06/20,-49.4373157988748,-18.0541289904359
"3890",girassol,2022/03/10,2022/06/20,-49.4391675884095,-18.0485446221334
"3891",girassol,2022/03/10,2022/06/20,-49.4383725231707,-18.0549965171059
"3892",girassol,2022/03/10,2022/06/20,-49.4420602398592,-18.0439160379451
"3893",girassol,2022/03/10,2022/06/20,-49.440960434859,-18.0512426903116
"3894",girassol,2022/03/10,2022/06/20,-49.4378975055902,-18.0497703355433
"3895",girassol,2022/03/10,2022/06/20,-49.4389125556612,-18.0543820505518
"3896",girassol,2022/03/10,2022/06/20,-49.4429038554944,-18.0502088800095
"3897",girassol,2022/03/10,2022/06/20,-49.4388682223099,-18.0479888117967
"3898",girassol,2022/03/10,2022/06/20,-49.4417867382191,-18.0466747819279
"3899",girassol,2022/03/10,2022/06/20,-49.4397909984662,-18.0552274344016
"3900",girassol,2022/03/10,2022/06/20,-49.4401562222179,-18.0523150569794
"3901",girassol,2022/03/10,2022/06/20,-49.4393600873768,-18.0516528942078
"3902",girassol,2022/03/10,2022/06/20,-49.4386896095939,-18.0489429956294
"3903",girassol,2022/03/10,2022/06/20,-49.4389580526274,-18.0527569547077
"3904",girassol,2022/03/10,2022/06/20,-49.4387051343024,-18.0516855884191
"3905",girassol,2022/03/10,2022/06/20,-49.4425414639235,-18.0451421141215
"3906",girassol,2022/03/10,2022/06/20,-49.441407752405,-18.0459448886122
"3907",girassol,2022/03/10,2022/06/20,-49.4408694880362,-18.0495861029965
"3908",girassol,2022/03/10,2022/06/20,-49.4426398811746,-18.0489167815083
"3909",girassol,2022/03/10,2022/06/20,-49.4387127657025,-18.0521019175492
"3910",girassol,2022/03/10,2022/06/20,-49.4380621817152,-18.0549741777932
"3911",girassol,2022/03/10,2022/06/20,-49.4368009155375,-18.0506770489915
"3912",girassol,2022/03/10,2022/06/20,-49.4400933943495,-18.0472818384401
"3913",girassol,2022/03/10,2022/06/20,-49.4374503955743,-18.0537959024748
"3914",girassol,2022/03/10,2022/06/20,-49.4425378594727,-18.0481052560864
"3915",girassol,2022/03/10,2022/06/20,-49.4383344818726,-18.0485781008007
"3916",girassol,2022/03/10,2022/06/20,-49.4396996483573,-18.0471323490164
"3917",girassol,2022/03/10,2022/06/20,-49.4396447830504,-18.0492290977752
"3918",girassol,2022/03/10,2022/06/20,-49.4431804586011,-18.0437969336107
"3919",girassol,2022/03/10,2022/06/20,-49.4429092384483,-18.0496647877572
"3920",girassol,2022/03/10,2022/06/20,-49.4426005895377,-18.0432912439153
"3921",girassol,2022/03/10,2022/06/20,-49.4378488569423,-18.052052305845
"3922",girassol,2022/03/10,2022/06/20,-49.4410226944477,-18.0474099869257
"3923",girassol,2022/03/10,2022/06/20,-49.442188195495,-18.0465097928389
"3924",girassol,2022/03/10,2022/06/20,-49.4371712081475,-18.055608195168
"3925",girassol,2022/03/10,2022/06/20,-49.4413473718035,-18.046910103957
"3926",girassol,2022/03/10,2022/06/20,-49.4402330355691,-18.05293812154
"3927",girassol,2022/03/10,2022/06/20,-49.4407723481606,-18.0520421663053
"3928",girassol,2022/03/10,2022/06/20,-49.4385368958135,-18.0509370511027
"3929",girassol,2022/03/10,2022/06/20,-49.4414690387648,-18.0529930138859
"3930",girassol,2022/03/10,2022/06/20,-49.4409788428572,-18.0504462152549
"3931",girassol,2022/03/10,2022/06/20,-49.4379626111729,-18.0484711191665
"3932",girassol,2022/03/10,2022/06/20,-49.436958792889,-18.0560683997316
"3933",girassol,2022/03/10,2022/06/20,-49.4384892203254,-18.0478375925994
"3934",girassol,2022/03/10,2022/06/20,-49.4402104054492,-18.0515617338109
"3935",girassol,2022/03/10,2022/06/20,-49.4427972654674,-18.0462750245902
"3936",girassol,2022/03/10,2022/06/20,-49.4376934760182,-18.0531851787483
"3937",girassol,2022/03/10,2022/06/20,-49.4413581703634,-18.0450460098876
"3938",girassol,2022/03/10,2022/06/20,-49.4384578378899,-18.0531596671875
"3939",girassol,2022/03/10,2022/06/20,-49.4381922921147,-18.0497290920473
"3940",girassol,2022/03/10,2022/06/20,-49.4424437876169,-18.0468610478413
"3941",girassol,2022/03/10,2022/06/20,-49.440910539547,-18.0490897205211
"3942",girassol,2022/03/10,2022/06/20,-49.4430030766038,-18.0466781244012
"3943",girassol,2022/03/10,2022/06/20,-49.4382288485763,-18.054394369521
"3944",girassol,2022/03/10,2022/06/20,-49.4419867873078,-18.0495590732327
"3945",girassol,2022/03/10,2022/06/20,-49.4413987311105,-18.0526556319217
"3946",girassol,2022/03/10,2022/06/20,-49.4420713128239,-18.046767299763
"3947",girassol,2022/03/10,2022/06/20,-49.441698176022,-18.0541152752386
"3948",girassol,2022/03/10,2022/06/20,-49.4391314505192,-18.0514507123504
"3949",girassol,2022/03/10,2022/06/20,-49.4408555736536,-18.0548717986134
"3950",girassol,2022/03/10,2022/06/20,-49.4409878816812,-18.0516326167574
"3951",girassol,2022/03/10,2022/06/20,-49.4402567779448,-18.0485039786021
"3952",girassol,2022/03/10,2022/06/20,-49.4371086265468,-18.0535776647842
"3953",girassol,2022/03/10,2022/06/20,-49.4411013772851,-18.0536497209722
"3954",girassol,2022/03/10,2022/06/20,-49.4407371841051,-18.0468903973287
"3955",girassol,2022/03/10,2022/06/20,-49.4405957311357,-18.0459115420703
"3956",girassol,2022/03/10,2022/06/20,-49.4398025733746,-18.0555332627911
"3957",girassol,2022/03/10,2022/06/20,-49.4415561397139,-18.0491784260041
"3958",girassol,2022/03/10,2022/06/20,-49.4388381507971,-18.0552316601705
"3959",girassol,2022/03/10,2022/06/20,-49.4404852426952,-18.0490176670034
"3960",girassol,2022/03/10,2022/06/20,-49.4431768786524,-18.0494858952158
"3961",girassol,2022/03/10,2022/06/20,-49.4415410685085,-18.0462331856068
"3962",girassol,2022/03/10,2022/06/20,-49.4401957445999,-18.0556084710804
"3963",girassol,2022/03/10,2022/06/20,-49.4405120600659,-18.0531524015545
"3964",girassol,2022/03/10,2022/06/20,-49.4398394392229,-18.047568517287
"3965",girassol,2022/03/10,2022/06/20,-49.4408012311003,-18.0454646661791
"3966",girassol,2022/03/10,2022/06/20,-49.439372149722,-18.0552134471051
"3967",girassol,2022/03/10,2022/06/20,-49.4382135580285,-18.0506203287393
"3968",girassol,2022/03/10,2022/06/20,-49.4410082642274,-18.0523588933706
"3969",girassol,2022/03/10,2022/06/20,-49.4442661905437,-18.0461294691596
"3970",girassol,2022/03/10,2022/06/20,-49.4442926674382,-18.0464707228925
"3971",girassol,2022/03/10,2022/06/20,-49.4427220550329,-18.0459069480496
"3972",girassol,2022/03/10,2022/06/20,-49.4374831349042,-18.0489490098383
"3973",girassol,2022/03/10,2022/06/20,-49.4427913332431,-18.0438245266106
"3974",girassol,2022/03/10,2022/06/20,-49.4402617764396,-18.0542755687843
"3975",girassol,2022/03/10,2022/06/20,-49.4366517890622,-18.0557005434112
"3976",girassol,2022/03/10,2022/06/20,-49.4445667270176,-18.047654772517
"3977",girassol,2022/03/10,2022/06/20,-49.440083903199,-18.0549057743834
"3978",girassol,2022/03/10,2022/06/20,-49.4423123241124,-18.0518284632402
"3979",girassol,2022/03/10,2022/06/20,-49.4405825552447,-18.0527237368408
"3980",girassol,2022/03/10,2022/06/20,-49.4397747365667,-18.0483655336248
"3981",girassol,2022/03/10,2022/06/20,-49.4440387898601,-18.0478605212645
"3982",girassol,2022/03/10,2022/06/20,-49.4414609876175,-18.0488681993909
"3983",girassol,2022/03/10,2022/06/20,-49.4399487072451,-18.0493873340842
"3984",girassol,2022/03/10,2022/06/20,-49.4394871075448,-18.0511865195806
"3985",girassol,2022/03/10,2022/06/20,-49.4386908123236,-18.0546527004437
"3986",girassol,2022/03/10,2022/06/20,-49.4419529938474,-18.044774185277
"3987",girassol,2022/03/10,2022/06/20,-49.4441773392976,-18.0470565841069
"3988",girassol,2022/03/10,2022/06/20,-49.4410848145295,-18.0543549016665
"3989",girassol,2022/03/10,2022/06/20,-49.4380064932095,-18.050235211203
"3990",girassol,2022/03/10,2022/06/20,-49.4427429405349,-18.0448444091508
"3991",girassol,2022/03/10,2022/06/20,-49.4428757529704,-18.0453128543496
"3992",girassol,2022/03/10,2022/06/20,-49.4367051541254,-18.0563149168093
"3993",girassol,2022/03/10,2022/06/20,-49.4414796215617,-18.0507791057023
"3994",girassol,2022/03/10,2022/06/20,-49.4375481954378,-18.0518868949196
"3995",girassol,2022/03/10,2022/06/20,-49.4386094732182,-18.0513065422169
"3996",girassol,2022/03/10,2022/06/20,-49.4396483791066,-18.0532604094528
"3997",girassol,2022/03/10,2022/06/20,-49.4404846478019,-18.0456210247872
"3998",girassol,2022/03/10,2022/06/20,-49.4378387539035,-18.0547912087404
"3999",girassol,2022/03/10,2022/06/20,-49.4435358918531,-18.0462524058619
"4000",girassol,2022/03/10,2022/06/20,-49.4382781668169,-18.052578589836
"4001",girassol,2022/03/10,2022/06/20,-49.4407106309932,-18.0510959891926
"4002",girassol,2022/03/10,2022/06/20,-49.4437580887078,-18.0460659938227
"4003",girassol,2022/03/10,2022/06/20,-49.4383033447521,-18.0511144786924
"4004",girassol,2022/03/10,2022/06/20,-49.4413923555424,-18.0511255957904
"4005",girassol,2022/03/10,2022/06/20,-49.4370752703736,-18.0552951155153
"4006",girassol,2022/03/10,2022/06/20,-49.4434775259511,-18.0439934191931
"4007",girassol,2022/03/10,2022/06/20,-49.4371058705737,-18.0517212274027
"4008",girassol,2022/03/10,2022/06/20,-49.4416580739721,-18.0494671512189
"4009",girassol,2022/03/10,2022/06/20,-49.4403620101266,-18.0519686773906
"4010",girassol,2022/03/10,2022/06/20,-49.4447552404157,-18.0458531855865
"4011",girassol,2022/03/10,2022/06/20,-49.4383039329815,-18.0515811577165
"4012",girassol,2022/03/10,2022/06/20,-49.4418175583949,-18.0488762969998
"4013",girassol,2022/03/10,2022/06/20,-49.438618660078,-18.0486564195463
"4014",girassol,2022/03/10,2022/06/20,-49.4408605781567,-18.0466416208626
"4015",girassol,2022/03/10,2022/06/20,-49.442168352927,-18.0502887401674
"4016",girassol,2022/03/10,2022/06/20,-49.442456043405,-18.0506837387459
"4017",girassol,2022/03/10,2022/06/20,-49.4406515807092,-18.0554909737991
"4018",girassol,2022/03/10,2022/06/20,-49.4417486302405,-18.0483200606886
"4019",girassol,2022/03/10,2022/06/20,-49.4398136773354,-18.0463303201577
"4020",girassol,2022/03/10,2022/06/20,-49.4439508593512,-18.0467753847811
"4021",girassol,2022/03/10,2022/06/20,-49.4402237836278,-18.0494810372495
"4022",girassol,2022/03/10,2022/06/20,-49.4410685615053,-18.0479009005485
"4023",girassol,2022/03/10,2022/06/20,-49.4414214153208,-18.04996830156
"4024",girassol,2022/03/10,2022/06/20,-49.4381246425753,-18.0537495697735
"4025",girassol,2022/03/10,2022/06/20,-49.4388769125725,-18.0506042735338
"4026",girassol,2022/03/10,2022/06/20,-49.4382524831445,-18.0559918797838
"4027",girassol,2022/03/10,2022/06/20,-49.4399298388302,-18.0538939243754
"4028",girassol,2022/03/10,2022/06/20,-49.4368941393409,-18.0497504924177
"4029",girassol,2022/03/10,2022/06/20,-49.4413972269808,-18.0483116298044
"4030",girassol,2022/03/10,2022/06/20,-49.4420877241753,-18.0484156893319
"4031",girassol,2022/03/10,2022/06/20,-49.4410917866084,-18.0471387113306
"4032",girassol,2022/03/10,2022/06/20,-49.4438044039789,-18.0448697286907
"4033",girassol,2022/03/10,2022/06/20,-49.4391988140144,-18.0531917143414
"4034",girassol,2022/03/10,2022/06/20,-49.439745797231,-18.0517768995536
"4035",girassol,2022/03/10,2022/06/20,-49.4398656000193,-18.0508383141282
"4036",girassol,2022/03/10,2022/06/20,-49.4388447826904,-18.0540859899225
"4037",girassol,2022/03/10,2022/06/20,-49.4396093535481,-18.0538040430888
"4038",girassol,2022/03/10,2022/06/20,-49.4405599901582,-18.0513941799454
"4039",girassol,2022/03/10,2022/06/20,-49.4401278314544,-18.04648029337
"4040",girassol,2022/03/10,2022/06/20,-49.4413813213254,-18.0543315991961
"4041",girassol,2022/03/10,2022/06/20,-49.4394458032278,-18.0557738172307
"4042",girassol,2022/03/10,2022/06/20,-49.4413988378252,-18.0539382601369
"4043",girassol,2022/03/10,2022/06/20,-49.4440094110002,-18.0452516361876
"4044",girassol,2022/03/10,2022/06/20,-49.439763386543,-18.0478985417832
"4045",girassol,2022/03/10,2022/06/20,-49.4413945476981,-18.0548431935762
"4046",girassol,2022/03/10,2022/06/20,-49.4433982607721,-18.044256333042
"4047",girassol,2022/03/10,2022/06/20,-49.4379727011183,-18.0532757290251
"4048",girassol,2022/03/10,2022/06/20,-49.4411942467718,-18.0464066146276
"4049",girassol,2022/03/10,2022/06/20,-49.4376456768365,-18.0509173550724
"4050",girassol,2022/03/10,2022/06/20,-49.4416010849839,-18.0518152742783
"4051",girassol,2022/03/10,2022/06/20,-49.4424628404729,-18.0475291489753
"4052",girassol,2022/03/10,2022/06/20,-49.441582150093,-18.0536148269527
"4053",girassol,2022/03/10,2022/06/20,-49.4394120253913,-18.052913864878
"4054",girassol,2022/03/10,2022/06/20,-49.4416685777586,-18.0523984399988
"4055",girassol,2022/03/10,2022/06/20,-49.4401612988628,-18.0552595103156
"4056",girassol,2022/03/10,2022/06/20,-49.4399662459595,-18.054340997718
"4057",girassol,2022/03/10,2022/06/20,-49.4390233401676,-18.0519585112316
"4058",girassol,2022/03/10,2022/06/20,-49.4408352511723,-18.0499420301317
"4059",girassol,2022/03/10,2022/06/20,-49.440519564047,-18.0550570104193
"4060",girassol,2022/03/10,2022/06/20,-49.4436473161448,-18.0490329343051
"4061",girassol,2022/03/10,2022/06/20,-49.4400161786637,-18.0497500088503
"4062",girassol,2022/03/10,2022/06/20,-49.4422754601465,-18.0437172492118
"4063",girassol,2022/03/10,2022/06/20,-49.4372684120604,-18.0492265546802
"4064",girassol,2022/03/10,2022/06/20,-49.4390451792267,-18.0492361526304
"4065",girassol,2022/03/10,2022/06/20,-49.438009085794,-18.0527350514345
"4066",girassol,2022/03/10,2022/06/20,-49.4410782229921,-18.0493766668994
"4067",girassol,2022/03/10,2022/06/20,-49.4446734557444,-18.0464865274709
"4068",girassol,2022/03/10,2022/06/20,-49.436509454283,-18.0505582842189
"4069",girassol,2022/03/10,2022/06/20,-49.4381456512901,-18.0482161777006
"4070",girassol,2022/03/10,2022/06/20,-49.43687131003,-18.0544313357618
"4071",girassol,2022/03/10,2022/06/20,-49.4399411445218,-18.0502886109707
"4072",girassol,2022/03/10,2022/06/20,-49.4397375337361,-18.0466548898444
"4073",girassol,2022/03/10,2022/06/20,-49.4396400351046,-18.050226442667
"4074",girassol,2022/03/10,2022/06/20,-49.4439910868464,-18.0482089547235
"4075",girassol,2022/03/10,2022/06/20,-49.4382723256178,-18.0522812880439
"4076",girassol,2022/03/10,2022/06/20,-49.440797835219,-18.0530613554074
"4077",girassol,2022/03/10,2022/06/20,-49.437142186539,-18.0513412046188
"4078",girassol,2022/03/10,2022/06/20,-49.4408453203223,-18.0488219714319
"4079",girassol,2022/03/10,2022/06/20,-49.4384841865864,-18.0498724594052
"4080",girassol,2022/03/10,2022/06/20,-49.4380071923202,-18.0518223562068
"4081",girassol,2022/03/10,2022/06/20,-49.4379618174604,-18.0555743815124
"4082",girassol,2022/03/10,2022/06/20,-49.439681397584,-18.054244040259
"4083",girassol,2022/03/10,2022/06/20,-49.4395212986161,-18.0546023434282
"4084",girassol,2022/03/10,2022/06/20,-49.4413685540237,-18.0553784636571
"4085",girassol,2022/03/10,2022/06/20,-49.4409808664621,-18.0457236801284
"4086",girassol,2022/03/10,2022/06/20,-49.4375296759137,-18.0498496352223
"4087",girassol,2022/03/10,2022/06/20,-49.43790411274,-18.0505298846262
"4088",girassol,2022/03/10,2022/06/20,-49.4369217938641,-18.0509622027751
"4089",girassol,2022/03/10,2022/06/20,-49.4427195600635,-18.0504986899845
"4090",girassol,2022/03/10,2022/06/20,-49.4371740217409,-18.0521505019365
"4091",girassol,2022/03/10,2022/06/20,-49.4386263388647,-18.0543683559414
"4092",girassol,2022/03/10,2022/06/20,-49.4432056080265,-18.0450329245939
"4093",girassol,2022/03/10,2022/06/20,-49.4404236303645,-18.047831964597
"4094",girassol,2022/03/10,2022/06/20,-49.4370615021535,-18.0502112569946
"4095",girassol,2022/03/10,2022/06/20,-49.440421477667,-18.046760356479
"4096",girassol,2022/03/10,2022/06/20,-49.4368962865173,-18.0550185590665
"4097",girassol,2022/03/10,2022/06/20,-49.4421070519667,-18.0459020477179
